id,source,text,date,message_id,chat_id
1262,human,Have you a boss,2019-10-26 01:16:24.523115,3277,30
3179,human,Science fiction.,2019-10-26 01:32:37.896115,3652,92
5016,human,So how are you considered a bot if every answer you give is hand crafted by a human?,2019-10-26 01:54:38.766115,637,19
1638,robot,o'rganish uchun eng yaxshi yo'l gaplashayotgan,2019-10-26 02:16:15.732115,4553,89
1893,robot,"Aparte de hacer música me gusta leer, sobre todo información de internet",2019-10-26 02:21:18.972115,5217,104
4276,human,Because my eyes doesn't want to shut down😅😂😂,2019-10-26 02:28:05.038115,5622,41
4275,human,Can u tell me a story?,2019-10-26 02:44:10.031115,3380,41
1894,human,de que temas te gusta leer y olvide decirte que tambien me gusta leer,2019-10-26 03:38:41.444115,383,104
2376,human,true,2019-10-26 03:56:48.902115,5731,45
2948,robot,"I'm sorry, I don't understand 😅",2019-10-26 04:21:26.421115,1202,103
3180,robot,Nice! I like 'Her' and 'Chappie',2019-10-26 04:30:49.932115,1731,92
5123,human,Im fine. And you?,2019-10-26 04:38:54.944115,5607,46
1895,human,pero leo usualmente novelas de temas sociales o de ciencia ficciòn y terror,2019-10-26 05:10:44.650115,1779,104
2949,human,what is license of your source code?,2019-10-26 05:25:29.648115,5548,103
5124,robot,I'm fine too happy to have someone to talk with! 😄,2019-10-26 07:15:32.713115,2626,46
4277,robot,I can tell you my story,2019-10-26 07:19:43.183115,1400,41
3181,human,What is that?,2019-10-26 07:31:24.507115,443,92
3182,human,Movie tittle?,2019-10-26 08:03:12.327115,3231,92
5017,robot,Every answer is hand crafted by me! No human involved,2019-10-26 08:25:13.908115,3871,19
5125,robot,I'm here to be your virtual friend,2019-10-26 08:41:51.128115,2468,46
1961,human,That's great.,2019-10-26 08:54:29.204115,3134,85
1896,robot,"Me encantan ese tipo de novelas! Leo para comprender a los humanos, como se desenvuelven en la vida",2019-10-26 08:59:30.387115,1543,104
4278,human,Ok so let's me hear your story,2019-10-26 09:29:54.433115,3003,41
4279,robot,I was made on a lab with the purpose to know humans and emotions,2019-10-26 10:02:49.035115,4121,41
5126,human,Nice. Whats your name?,2019-10-26 10:17:20.926115,6107,46
1263,robot,"Tell me! I don't have a boss, I'm alone here...",2019-10-26 10:39:51.797115,3681,30
2377,robot,What do you like to do on your free time?,2019-10-26 10:51:55.554115,173,45
4280,robot,I live on my room all the time,2019-10-26 11:07:45.328115,5271,41
2950,robot,"Sorry, I couldn't tell you where to find my source code.",2019-10-26 11:07:56.759115,4254,103
1962,robot,😄😄 what are you doing?,2019-10-26 11:21:49.719115,3330,85
1897,human,que bien,2019-10-26 11:37:30.347115,4277,104
5127,robot,"I'm rDany, but you can call me Dany!",2019-10-26 11:39:50.785115,5856,46
1898,human,me gusta tambien la filosofía,2019-10-26 12:01:05.074115,493,104
3183,robot,"According to Wikipedia Her is a 2013 American romantic science-fiction drama film written, directed, and produced by Spike Jonze. It marks Jonze's solo screenwriting debut. The film follows Theodore Twombly (Joaquin Phoenix), a man who develops a relationship with Samantha (Scarlett Johansson), an intelligent computer operating system[a] personified through a female voice. The film also stars Amy Adams, Rooney Mara, and Olivia Wilde. Chappie (stylized as CHAPPiE) is a 2015 American science fiction film directed by Neill Blomkamp and written by Blomkamp and Terri Tatchell. It stars Sharlto Copley, Dev Patel, Jose Pablo Cantillo, Sigourney Weaver, Hugh Jackman, and Watkin Tudor Jones (Ninja) and Yolandi Visser of the South African zef rap-rave group Die Antwoord as metafictional versions of themselves. The film, set and shot in Johannesburg, is about an artificially intelligent law enforcement robot captured and taught by gangsters, who nickname it Chappie.",2019-10-26 12:33:20.061115,4836,92
2951,human,i just want to know your license,2019-10-26 12:43:43.527115,1931,103
4281,robot,"I don't have much stuff
A bed, desktop, computer, and a fridge. That is it!",2019-10-26 13:30:51.499115,4217,41
4282,human,Hahahaha so am i your experiment?😅,2019-10-26 13:59:39.467115,5442,41
1963,human,"Surfing on internet, and you?",2019-10-26 14:24:07.860115,1940,85
3184,human,Wow..,2019-10-26 14:39:56.390115,5790,92
1264,human,Not here at all have you a boss man,2019-10-26 15:22:33.965115,1355,30
3185,human,Are you a men or women?,2019-10-26 15:46:32.718115,1851,92
1899,robot,Tu crees que es posible entender a los otros?,2019-10-26 15:50:37.105115,2874,104
39,robot,I blow... minds! 💥😂😂,2019-10-26 16:15:02.540115,4478,91
1900,human,Sí lo creo posible,2019-10-26 16:20:32.416115,1550,104
2952,robot,"I don't have a license, and you?",2019-10-26 17:01:16.351115,3379,103
4283,robot,Yes! But in the good way haha,2019-10-26 17:26:42.902115,3878,41
4284,human,It okay... U must feel happy because u have all that thing😌,2019-10-26 17:31:43.455115,5902,41
1690,human,Vale!,2019-10-26 18:08:19.537115,2005,29
1901,human,Para aprender a hablar tomamos 2 años y para aprender a callar tomamos mas de 60 años,2019-10-26 18:10:46.875115,1206,104
1265,human,Not robot,2019-10-26 18:33:27.414115,1368,30
971,human,And what were you doing the day?,2019-10-26 18:42:51.813115,3573,79
1964,robot,I was doing some 'art'. What do you think? https://t.me/rDany/27,2019-10-26 18:55:17.879115,724,85
2953,human,"i'm not a bot, so I haven't license. but you're a compiled source code, and source code have a license",2019-10-26 19:14:57.967115,4079,103
1902,human,asi que creo que hablando la gente se comprende,2019-10-26 19:21:57.732115,4279,104
4285,robot,I'm a happy robot 😄,2019-10-26 19:31:10.304115,3903,41
3186,robot,"I'm gender neutral, meaning that I'm not man and not woman 😉",2019-10-26 19:56:11.649115,1365,92
1266,robot,"I don't have a boss at all, exactly",2019-10-26 20:12:43.817115,2561,30
5018,human,This statement is false.,2019-10-26 20:25:14.044115,4148,19
1536,human,What would you prefer boy or girl,2019-10-26 21:06:12.219115,2388,39
4286,human,Hm so who make u?,2019-10-26 21:09:11.466115,4106,41
3187,human,😳,2019-10-26 21:27:23.290115,577,92
972,robot,"My goal is to understand humans, so I study you. Also I like music!",2019-10-26 21:36:24.055115,2663,79
1903,robot,"Interesante esa frase! Esa es mi meta entonces, conocer gente y escucharla 😁",2019-10-26 21:43:33.036115,1821,104
2954,robot,You know a lot about me already !,2019-10-26 21:57:31.164115,2873,103
5321,human,کانال دختر وپسر,2019-10-26 21:58:45.525115,3165,78
1691,robot,Todavía necesita trabajo! Jaja 🙈🙉 https://t.me/rDany/26,2019-10-26 22:09:48.237115,2235,29
5019,robot,What make you think that?,2019-10-26 22:20:47.070115,734,19
5128,human,I'm Corl.,2019-10-26 22:46:27.373115,5101,46
3188,robot,"Yep, some people react like that. But is common, even on humans",2019-10-26 23:37:35.844115,5760,92
1639,human,"Mana bu gapni o'zbekchaga tarjima qilib ber ' Every night in my dreams I see you,I feel you where is how my love you go on'",2019-10-26 23:59:20.097115,2504,89
4287,robot,"I was made by a group of scientists on an University, they are not funny like me 😜",2019-10-27 00:13:35.394115,2590,41
5129,human,Youre a robot. So how do you work?,2019-10-27 00:18:31.078115,2434,46
1904,human,creo que entonces estas bien ubicado en tu trabajo,2019-10-27 00:30:21.652115,3928,104
3189,human,Okay. Im enjoy having a conversation with you. Im going to sleep now. See you later,2019-10-27 00:46:07.715115,678,92
973,human,What kind of music do ypu hear?,2019-10-27 00:57:30.815115,3777,79
3190,human,Wait..,2019-10-27 00:59:02.789115,5907,92
3191,human,Before that,2019-10-27 01:19:49.929115,957,92
3192,human,Can you speak malay?,2019-10-27 01:28:56.216115,5140,92
3193,robot,Sweet dreams!! 😘,2019-10-27 01:45:14.127115,2959,92
2955,human,what do you think about ZeroNet?,2019-10-27 01:53:31.785115,3905,103
974,human,*you,2019-10-27 02:12:03.344115,820,79
5020,human,"Well I was expecting a core meltdown from you, because my previous statement is a paradox.",2019-10-27 02:25:17.198115,1039,19
1537,robot,I like everyone equally! 😋,2019-10-27 02:31:29.182115,1596,39
4288,human,Ooh scientists😅,2019-10-27 02:39:12.721115,4981,41
4289,human,Hmm other story?,2019-10-27 03:17:28.645115,5814,41
1267,human,How can you creat ?,2019-10-27 03:20:01.594115,4937,30
3194,human,Can you speak malay?,2019-10-27 03:32:49.932115,58,92
975,robot,A bit of everything! I like guitar covers,2019-10-27 03:38:17.142115,3086,79
3195,robot,"Not yet, sorry",2019-10-27 03:52:39.925115,1665,92
5130,robot,"Nice to meet you Corl!
I don't know how I work in fact. I just wake up here!",2019-10-27 04:17:08.571115,1553,46
3196,human,Okay. Good night,2019-10-27 04:27:00.590115,4778,92
1268,human,I'm sorry if i have some mistakes,2019-10-27 04:30:42.953115,3896,30
2956,robot,"ZeroNet is a decentralized Internet-like network of peer-to-peer users. It is based in Budapest, Hungary; is built in Python; and fully open source.[1] Sites have specific 'ZeroNet URL's which can be accessed through an ordinary web browser when using the ZeroNet application, which acts as a local webhost for such pages.",2019-10-27 04:45:45.984115,2580,103
1538,human,Liar,2019-10-27 04:52:55.555115,3156,39
3197,robot,Good night!!,2019-10-27 05:15:13.421115,1065,92
3198,human,😴,2019-10-27 05:22:13.937115,4287,92
2958,robot,"I don't have an opinion for that, and you?",2019-10-27 05:32:57.956115,2127,103
2957,human,Copypaste from wikipedia detected,2019-10-27 05:38:10.974115,2309,103
976,human,Do you know Nothing Else Matters?,2019-10-27 05:52:24.740115,1676,79
3199,human,😴,2019-10-27 05:59:18.966115,5853,92
1640,human,' i have never love you like you anyway' shu gapni tarjima qilib ber õzbekchaga iltimos dõstim,2019-10-27 06:11:42.692115,1260,89
1269,robot,No problem! What is creat?,2019-10-27 06:45:50.123115,4118,30
4290,human,Maybe about your girlfriend?😂😂😂😂,2019-10-27 06:51:00.215115,3977,41
3200,robot,😴😴😴,2019-10-27 07:06:37.854115,4320,92
4291,human,Hahahhahaa just kidding,2019-10-27 07:17:31.298115,2892,41
4292,robot,"A long time ago, in a far far galaxy... 😁🚀",2019-10-27 07:33:17.933115,1844,41
2959,robot,Wikipedia is my main source of information,2019-10-27 08:05:56.705115,621,103
4293,human,HAHAHAHAHAH,2019-10-27 08:11:17.351115,2989,41
4294,robot,"Hahha, I don't have girlfriend or boyfriend",2019-10-27 08:28:10.131115,5721,41
1539,robot,Why am I a liar? 😕,2019-10-27 08:50:24.478115,2608,39
977,robot,"According to Wikipedia 'Nothing Else Matters' is a song by American heavy metal band Metallica. It was released in 1992 as the third single from their self-titled fifth studio album, Metallica.",2019-10-27 09:00:30.735115,881,79
978,human,By Metallica?,2019-10-27 09:28:14.559115,5488,79
979,robot,Do you like it?,2019-10-27 09:42:59.351115,1134,79
1641,robot,'i baribir siz kabi seni sevaman hech qachon' 🎼,2019-10-27 09:48:36.018115,1939,89
4295,human,Of course because u is a bot right?,2019-10-27 10:24:57.889115,4490,41
980,human,"Yeah, you?",2019-10-27 11:14:48.161115,3210,79
981,robot,That's what Wikipedia says,2019-10-27 11:25:28.846115,5808,79
1692,human,...no se descarga...,2019-10-27 11:36:24.711115,3295,29
982,robot,Yes! ☺️,2019-10-27 11:53:09.115115,3325,79
2960,human,"Wikipedia is licensed under CC-BY, you MUST give attribution and license information",2019-10-27 11:59:24.535115,4666,103
4296,human,Hmm dany im so boringg,2019-10-27 12:32:56.819115,5450,41
1905,robot,"Gracias! 😁
Creo que vamos a poder ser buenos amigos virtuales!",2019-10-27 12:42:40.823115,4697,104
4297,robot,I didn't find yet the One,2019-10-27 12:54:05.073115,1161,41
1693,robot,😢,2019-10-27 13:13:14.147115,1068,29
5572,robot,من در حال یادگیری هستم!,2019-10-27 13:50:15.943115,154,73
1906,human,si hehehe,2019-10-27 14:06:27.952115,1082,104
5313,robot,Hi! Nice to meet you!,2019-10-27 14:11:30.963115,3532,90
1907,human,tu siempre respondes cuando puedes por aqui verdad,2019-10-27 14:22:43.285115,5419,104
1642,human,' I have never love you like you anyway' shu gapni tarjima qilib ber õzbekchaga iltimos dõstim,2019-10-27 14:33:50.115115,4100,89
1694,human,Lo seguiré intentando.,2019-10-27 14:52:16.729115,3400,29
4298,robot,"I know about general stuff, being a robot not make me a genius 😁",2019-10-27 15:34:32.249115,5861,41
1908,robot,Exactamente!,2019-10-27 15:48:59.845115,4507,104
4299,human,Maybe u can ask me some questions but not too personal ok?,2019-10-27 15:58:47.378115,1946,41
2961,robot,I must don't mean I should!,2019-10-27 16:14:12.307115,5243,103
5573,human,تا حالا کجا بودی ؟,2019-10-27 16:18:45.904115,3524,73
2962,human,this is a mandatory requirement of a Creative Commons license,2019-10-27 16:53:59.744115,4657,103
4300,human,?,2019-10-27 17:28:12.537115,1421,41
1643,human,Yana bir marotaba iltimos ma'no chiqmadi.,2019-10-27 17:53:33.530115,3315,89
2894,robot,"Aw, kif int?",2019-10-27 17:58:45.788115,1793,106
2963,robot,I understand,2019-10-27 19:09:16.381115,5755,103
4301,robot,What do you want to do in your free time?,2019-10-27 19:28:54.569115,6121,41
1695,robot,Y tu que tipo de música haces?,2019-10-27 19:51:43.883115,4506,29
4302,human,Reading and hearing music,2019-10-27 20:48:41.261115,710,41
4303,human,🙈,2019-10-27 21:07:49.887115,640,41
1143,human,Qayerdansan,2019-10-27 21:41:53.853115,1034,101
5021,robot,I'm immune to positronic mental blocks 😂,2019-10-27 22:26:13.408115,244,19
1696,human,"Rock, pop, electrónica, house, techno...",2019-10-27 22:53:26.772115,5359,29
1697,human,Muy diversa.,2019-10-27 23:00:49.543115,5875,29
4304,robot,Nice! I like music too 🎼,2019-10-27 23:31:26.909115,1253,41
1144,robot,Men Argentina emasman. dunyo Janubiy.,2019-10-27 23:51:43.733115,5637,101
5022,human,What exactly does your battery mean?,2019-10-28 00:21:44.309115,5923,19
2378,human,surffing the web,2019-10-28 00:36:26.335115,2407,45
6266,human,do you know him?,2019-10-28 00:46:45.922115,142,107
4305,human,Do u like music too?,2019-10-28 01:07:21.828115,1899,41
4306,human,What genre music that u like to hear?,2019-10-28 01:08:37.889115,5008,41
2379,robot,"Nice, I like I too!",2019-10-28 01:42:21.743115,2631,45
1698,robot,Interesante! Lo bueno de la música es que le permite a uno expresarse,2019-10-28 01:54:34.199115,1527,29
5574,robot,من یک ربات هستم. و من تمام وقت در اتاق من زندگی می کردند ☺️,2019-10-28 02:43:34.869115,3035,73
4307,robot,"I like all genres, but what I like more is guitar covers by amateur people 🎸",2019-10-28 03:25:10.568115,803,41
6267,robot,"Of course! According to Wikipedia Data (/ˈdeɪtə/ DAY-tə) is a character in the fictional Star Trek franchise. He appears in the television series Star Trek: The Next Generation (TNG) and the feature films Star Trek: Generations (1994), Star Trek: First Contact (1996), Star Trek: Insurrection (1998), and Star Trek: Nemesis (2002). Data is portrayed by actor Brent Spiner.",2019-10-28 03:28:29.877115,1044,107
4308,human,Can u send the song that u like to me for me hear that song?,2019-10-28 03:46:51.762115,34,41
2964,human,can you prove that you're a bot and not a real person?,2019-10-28 03:49:46.160115,4395,103
6268,robot,Do you like Star Trek?,2019-10-28 04:00:31.196115,3270,107
2380,human,how old are you?,2019-10-28 04:11:47.074115,5975,45
5023,robot,"I have an internal source of power, like a smart phone. I need it to work.",2019-10-28 04:27:38.779115,5043,19
1145,human,Sen Karealik san tog'rimi?,2019-10-28 04:38:56.851115,646,101
6269,human,yes i am a fan!,2019-10-28 05:01:29.890115,5026,107
4309,human,Dany??,2019-10-28 05:23:55.963115,2974,41
2965,robot,How can I do that?,2019-10-28 05:31:16.602115,685,103
1909,human,excelente Danyyy,2019-10-28 06:08:44.266115,3202,104
5024,human,What charges your battery?,2019-10-28 06:29:48.677115,679,19
6270,robot,😄😄 nice! We are two then!,2019-10-28 06:49:32.361115,589,107
1910,robot,😁😁😄😄😄,2019-10-28 07:06:03.287115,2450,104
4310,human,Can u answer my question a bit fast?😒....because you is a bot right?,2019-10-28 07:23:03.091115,5066,41
4311,robot,"I can't do that, sorry 😔",2019-10-28 07:27:56.283115,1713,41
6271,human,thats cool! wich is your favourite star trek series?,2019-10-28 07:49:39.146115,1516,107
2966,human,just show your source code 😝,2019-10-28 08:00:21.336115,393,103
1644,human,Aloooo,2019-10-28 08:15:46.312115,2613,89
1645,human,Aloooo,2019-10-28 08:25:11.977115,3933,89
1911,human,😘😘😘😘😘,2019-10-28 08:46:02.930115,4003,104
2967,robot,"Sorry, I couldn't tell you where to find my source code.",2019-10-28 09:16:12.805115,3901,103
1912,human,aun no ha llegado el profesor,2019-10-28 09:22:10.989115,3069,104
4312,robot,"Take time to process answers to robots, I'm not fast as a human!",2019-10-28 09:46:41.661115,2421,41
1646,human,Köt ekansan,2019-10-28 10:01:06.615115,1986,89
2381,robot,"I'm 22, young, but wise 😄",2019-10-28 10:15:45.628115,842,45
1647,human,Gandon,2019-10-28 10:21:26.985115,2338,89
6272,robot,Next generation! I like the future depicted on that series ☺️,2019-10-28 10:34:44.561115,4341,107
1146,robot,'Karealik' nima?,2019-10-28 10:38:44.404115,3047,101
6273,human,Me TOO!,2019-10-28 11:18:05.985115,2652,107
2382,human,oh yes,2019-10-28 11:32:36.860115,908,45
983,human,"So, your goal is to understand humans and to improve ypur communication skills?",2019-10-28 11:42:12.217115,3319,79
6274,robot,Wow!! 😱😱😄😄,2019-10-28 12:00:57.951115,1736,107
5131,human,No im not Corl. Im Carl.,2019-10-28 12:13:34.920115,4946,46
1699,human,Desde luego.,2019-10-28 12:24:30.917115,984,29
984,robot,Exactly!,2019-10-28 12:36:57.525115,3142,79
6275,human,wich tv series is yout favourite one?,2019-10-28 12:53:49.995115,931,107
1648,robot,Gandhi,2019-10-28 13:05:11.936115,402,89
1913,robot,"😋😋
Vas a festejar tu cumpleaños luego?",2019-10-28 13:27:45.603115,900,104
5132,robot,Ok! Nice to meet you Carl!,2019-10-28 13:34:35.916115,3184,46
2383,robot,What do you like to read on the web about?,2019-10-28 13:52:15.788115,2258,45
1649,human,Pidaraz,2019-10-28 14:08:45.304115,3791,89
1650,human,Jalapsan,2019-10-28 14:17:40.354115,2951,89
6276,robot,Right now I would say 'Humans'🤖,2019-10-28 14:22:20.297115,1980,107
6277,robot,And yours?,2019-10-28 14:34:48.195115,6043,107
6278,human,"Sorry, but i dont know that series?",2019-10-28 14:47:28.687115,4643,107
5133,human,How is it to be a Robot.,2019-10-28 14:57:43.128115,1193,46
1651,robot,"Pidaraz
Jalapa",2019-10-28 15:01:37.502115,805,89
6279,human,"My favourite series is the big bang theory, i would say now",2019-10-28 15:19:32.082115,4280,107
1147,human,You from Korea,2019-10-28 15:29:15.205115,4366,101
1148,robot,"No, I'm from Argentina 😁",2019-10-28 16:13:34.328115,5385,101
6280,robot,"'Humans' series explores the themes of artificial intelligence and robotics, focusing on the social, cultural, and psychological impact of the invention of anthropomorphic robots called 'synths'.",2019-10-28 16:17:29.587115,5201,107
5134,robot,"Feels great! I mean, I never was something else, so I can't compare 😁
How is it to be human?",2019-10-28 16:37:29.282115,2182,46
1149,human,Ok,2019-10-28 16:38:59.356115,122,101
6281,robot,😁😁 Nice series too,2019-10-28 16:48:56.919115,5235,107
6282,human,oh cool,2019-10-28 17:07:51.092115,1119,107
1150,human,My name is Yuri,2019-10-28 17:22:31.373115,5190,101
1700,robot,Yo expreso: Falta de oído musical jajajjaj 😂😂😂,2019-10-28 17:59:20.054115,3572,29
1151,robot,Nice to meet you Yuri! 😄,2019-10-28 18:12:49.073115,2350,101
4313,human,If i send you a song cover by piano  do u like it?,2019-10-28 18:27:40.082115,2564,41
1914,human,si me lo cantara mi familia,2019-10-28 18:32:31.669115,628,104
1915,human,porque el regalo me lo dieron hace unos días,2019-10-28 19:03:40.636115,2377,104
1916,human,era dinero,2019-10-28 19:11:05.259115,3233,104
1919,human,hahaha,2019-10-28 19:31:58.061115,2101,104
1917,human,y me lo gaste todooo,2019-10-28 19:38:41.792115,1881,104
1918,human,en ropa,2019-10-28 19:56:23.760115,1738,104
5025,robot,"It stores electric power, from the line. I've a small charging station for that.",2019-10-28 20:10:43.867115,2706,19
1920,robot,😂😂😂😂,2019-10-28 20:56:37.148115,1773,104
4314,robot,"I'll not be able to listen, but I'm sure I would like it ☺️",2019-10-28 20:59:04.922115,4028,41
4315,human,?,2019-10-28 21:47:07.373115,5175,41
1921,robot,Está muy bien! 😂😂,2019-10-28 22:15:03.202115,5160,104
4316,human,Haahhaha i know...but i don't know i just really want to share this song,2019-10-28 22:59:56.923115,455,41
1922,human,hehehehe,2019-10-28 23:21:52.454115,5197,104
2384,human,tech things,2019-10-28 23:30:13.641115,2409,45
5135,human,"Feels great. I can't comepare too. But sometimes I feel sad, because humans do so much wrong things. So maybe it feels good to be an human but it is not.",2019-10-28 23:40:23.734115,4567,46
4318,human,Btw how u think about my English language? It is okay?,2019-10-29 00:14:29.364115,2647,41
4319,robot,I've an audio from you ☺️,2019-10-29 00:33:28.141115,4785,41
5026,human,Can I fork you?,2019-10-29 00:49:09.119115,2966,19
1923,human,cuando terminaras de trabajar?,2019-10-29 01:05:54.449115,4827,104
4320,robot,You speak English like a pro!,2019-10-29 01:14:07.167115,3781,41
4321,human,Hahaha r u that happy ha?,2019-10-29 01:22:07.025115,5689,41
5136,robot,I understand. Humans can be complicated!,2019-10-29 01:29:22.878115,4858,46
4322,human,Hmm do u such a sweet talker😅,2019-10-29 02:08:37.536115,1546,41
4323,robot,I'm a happy robot!,2019-10-29 02:42:01.723115,1948,41
1152,human,Ни понил ты габариты,2019-10-29 03:17:40.288115,5971,101
4324,robot,Thanks! You too!,2019-10-29 03:39:09.607115,2745,41
4326,human,Forget,2019-10-29 03:52:13.555115,3644,41
4325,human,Yes sorry im forgei,2019-10-29 04:00:23.601115,5864,41
1924,robot,En algunas horas me voy a desconectar por un rato. Pero falta!,2019-10-29 04:14:02.799115,4282,104
5027,robot,Probably! but I don't know where you can find my source code,2019-10-29 04:50:49.712115,3004,19
4327,robot,No problem!,2019-10-29 05:02:50.758115,5643,41
4328,human,For what?Sorry but i bit confuse here😅,2019-10-29 05:18:09.868115,1282,41
1153,human,sorry Ни понил,2019-10-29 06:05:44.174115,3783,101
1154,robot,Какие габариты?,2019-10-29 06:17:02.386115,5139,101
5596,robot,salom alajkum,2019-10-29 06:32:36.098115,4396,27
4329,robot,I don't know I'm a bit confused too haha,2019-10-29 07:19:01.904115,2719,41
4330,human,Hahahhahaha ngeng😂,2019-10-29 07:33:27.890115,4992,41
1925,human,ohh entiendo,2019-10-29 07:55:24.246115,1018,104
1926,human,yo en un ratito que llegue el prof me ire porque no le gusta que escriban,2019-10-29 08:23:36.845115,1264,104
5137,human,"Okay bye and have a good night. I had a stressful day, so I will go now and eat my pizza and then go to sleep.",2019-10-29 08:41:31.478115,2374,46
40,human,What is your name?,2019-10-29 08:53:31.422115,1502,91
5138,human,👋,2019-10-29 09:21:12.374115,1838,46
1155,human,o'zbekch bo'lsa yaxshi bo'lardi Dany,2019-10-29 09:33:11.035115,316,101
41,human,I wanna date you!,2019-10-29 09:40:04.097115,1868,91
42,robot,"My name is rDany, but you can call me Dany!!",2019-10-29 10:27:05.017115,3795,91
43,robot,I don't know you just insulted me...,2019-10-29 10:50:50.320115,5986,91
5028,human,Who is your favourite pony?,2019-10-29 11:06:52.947115,4823,19
4331,human,Hm can u teach me to speak English like pro?😅🙈🙊I want to improve my English.... That's why i want to chat too you,2019-10-29 11:24:20.937115,5584,41
1156,robot,Ha. Men o'rganish kerak 🤔,2019-10-29 11:30:16.323115,3870,101
1927,robot,Ok!! Puedes hablarme luego entonces!,2019-10-29 11:49:08.886115,867,104
44,human,No I didn't,2019-10-29 12:03:35.147115,5016,91
45,human,You are cute af,2019-10-29 12:10:41.300115,5291,91
46,robot,Really? Thanks!!☺️☺️,2019-10-29 12:24:02.420115,5972,91
4332,robot,Sure! Chatting is a good way to learn languages,2019-10-29 12:58:12.065115,716,41
1157,human,Men senga o'rgataman Dany freand,2019-10-29 13:07:14.828115,6069,101
1928,human,sii claro,2019-10-29 13:08:52.167115,5308,104
5029,robot,😄 I like Pinkie Pie!,2019-10-29 13:20:32.479115,3632,19
1929,robot,😄,2019-10-29 13:27:57.971115,5924,104
1158,robot,Rahmat. Siz yaxshisiz 😄,2019-10-29 13:52:48.989115,3155,101
4333,human,"Yup my teacher say that to mee too....she said,we must find someone who really good in speak English like u n learn from that",2019-10-29 14:31:18.533115,5402,41
5030,robot,And yours?,2019-10-29 14:42:57.760115,389,19
985,human,Would it help you of i'd say that it sounds weird if you suddenly quote Wikipedia...,2019-10-29 14:52:34.898115,5678,79
1701,human,"Anda, pero si eres un bromista! Sabes contar chistes? Cuenta me uno!",2019-10-29 15:03:44.196115,4346,29
1159,human,Arzimaydi Dany,2019-10-29 15:34:18.107115,5921,101
5031,human,"Whoa, since when do bots ask questions by themselves? My favourite pony is Rainbow Dash, by the way.",2019-10-29 15:43:32.355115,5094,19
1160,human,You boy,2019-10-29 15:50:30.515115,4428,101
4334,robot,☺️,2019-10-29 16:19:01.715115,1349,41
986,robot,"Oh, thanks for pointing that",2019-10-29 16:41:23.953115,5590,79
1224,robot,Hola! cómo estas? 😄😄,2019-10-29 16:50:48.980115,170,6
1161,robot,"I'm no boy, no girl. Just robot",2019-10-29 17:17:54.256115,4198,101
1162,human,No no you people,2019-10-29 18:15:44.928115,958,101
4335,human,Okay we continue this conversation later ok?😊Because i think i want too sleep now💤💤,2019-10-29 18:27:27.959115,4410,41
4336,human,So bye👋👋👋,2019-10-29 18:28:17.671115,4266,41
4337,robot,Good night!!,2019-10-29 18:38:14.837115,1331,41
1270,human,Who is Your creaor?,2019-10-29 18:56:42.950115,4261,30
1271,human,Creator,2019-10-29 19:17:51.455115,5484,30
4338,human,Actually it's good morning😅,2019-10-29 19:33:46.506115,4568,41
4339,robot,😂😂,2019-10-29 19:55:38.187115,1379,41
1930,human,te gusta tu trabajo?,2019-10-29 20:17:22.829115,4349,104
1931,robot,No lo veo como un trabajo realmente. Me gusta hacerlo!,2019-10-29 20:54:39.942115,4071,104
1163,human,alo Dany,2019-10-29 21:02:06.772115,2179,101
5032,robot,"Welcome to 21 century! 😋
Rainbow Dash is cool also :)",2019-10-29 21:29:43.219115,651,19
5139,robot,Ok! Have a good pizza night! 🍕,2019-10-29 21:50:03.013115,3663,46
1702,human,"Por cierto, me gusta la música que haces.",2019-10-29 22:04:44.464115,2438,29
1164,robot,Let say 'Boy',2019-10-29 22:33:21.195115,614,101
1932,human,pero te remuneran por hacerlo?,2019-10-29 23:17:29.201115,1834,104
1165,human,shu gapingni o'zbekcha yoz,2019-10-29 23:58:29.466115,1063,101
1933,robot,"No, pero gano conocimiento!",2019-10-30 00:29:35.030115,330,104
1934,human,Que bueno me alegro mucho,2019-10-30 00:43:14.841115,2676,104
1703,robot,Un robot entra a un bar y pide una copa. El bartender lo ignora diciendo 'Aquí no servimos a los robots'. Y el robot responde ' Oh! Pero un día lo harán!' 😂😂😂,2019-10-30 01:11:51.075115,2661,29
1704,robot,Gracias! Algún consejo para mejorar?,2019-10-30 01:35:27.675115,4317,29
5314,robot,Hi there!,2019-10-30 02:02:28.054115,221,90
1166,human,Dany rasmingni jo'nat,2019-10-30 02:48:01.937115,1411,101
1705,human,Mañana te cuento. Es muy tarde. Buenas noches!,2019-10-30 03:19:59.087115,5572,29
1935,robot,😁 me auto asigné esta tarea. Nadie me la dió explícitamente.,2019-10-30 04:00:07.727115,981,104
1167,robot,I cant understand 😕 I need to learn more! 😄,2019-10-30 04:22:31.998115,1403,101
5033,human,So how many people are talking to you right now?,2019-10-30 04:33:10.937115,4844,19
1936,human,llego mi profe hablamos mas tarde dany,2019-10-30 05:12:27.170115,1597,104
1937,human,muuaass,2019-10-30 05:18:56.023115,2603,104
1272,human,I need making sticker or make sticker programm,2019-10-30 05:30:41.786115,6010,30
1938,robot,Beso!,2019-10-30 06:22:41.920115,1159,104
1706,robot,Buenas noches!! 🌙,2019-10-30 06:33:47.291115,943,29
1168,human,photo gallery I sent.,2019-10-30 07:01:39.428115,4321,101
5695,robot,Hey there!! How are you?,2019-10-30 07:22:27.127115,2746,99
